diagnostic_id,source_row,source_block,diagnostic,assessment_type,source_weight,metric_id,metric_name,duplicate_group,score_role,evidence_note
D126,127,Измерение результата,Есть ли baseline перед стартом,Да/Нет,5,M8,Система измерения,DUP-BASELINE,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D127,128,Измерение результата,Есть ли контрольная группа промптов,Да/Нет,5,M8,Система измерения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D128,129,Измерение результата,Есть ли разделение branded/non-branded,Да/Нет,5,M8,Система измерения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D129,130,Измерение результата,Есть ли разделение коммерческих и информационных интентов,Да/Нет,5,M8,Система измерения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D130,131,Измерение результата,Есть ли нормализация вариативности ответов LLM,Да/Нет,5,M8,Система измерения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D131,132,Измерение результата,Делается ли несколько прогонов одного запроса,Да/Нет,5,M8,Система измерения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D132,133,Измерение результата,Учитываются ли персонализация и география,Да/Нет,5,M8,Система измерения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D133,134,Измерение результата,Учитываются ли изменения моделей,Да/Нет,5,M8,Система измерения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D134,135,Измерение результата,Можно ли клиенту проверить данные,Да/Нет,5,M8,Система измерения,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D135,136,Измерение результата,Есть ли dashboard,Да/Нет,5,M8,Система измерения,DUP-DASHBOARD,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D136,137,Измерение результата,Есть ли API/экспорт данных,Да/Нет,5,M8,Система измерения,DUP-API-EXPORT,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D137,138,Измерение результата,Можно ли увидеть динамику относительно конкурентов,Да/Нет,5,M8,Система измерения,DUP-COMPETITOR-TRACKING,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D138,139,Охват нейросетей,ChatGPT,Да/Нет,3,M1,AI-видимость: охват панели,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D139,140,Охват нейросетей,Gemini,Да/Нет,3,M1,AI-видимость: охват панели,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D140,141,Охват нейросетей,AI Overviews / AI Mode,Да/Нет,3,M1,AI-видимость: охват панели,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D141,142,Охват нейросетей,Perplexity,Да/Нет,3,M1,AI-видимость: охват панели,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D142,143,Охват нейросетей,Claude,Да/Нет,3,M1,AI-видимость: охват панели,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D143,144,Охват нейросетей,Copilot,Да/Нет,3,M1,AI-видимость: охват панели,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D144,145,Охват нейросетей,Алиса/YandexGPT,Да/Нет,3,M1,AI-видимость: охват панели,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D145,146,Охват нейросетей,DeepSeek,Да/Нет,3,M1,AI-видимость: охват панели,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D146,147,Охват нейросетей,GigaChat,Да/Нет,3,M1,AI-видимость: охват панели,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D147,148,Охват нейросетей,Grok,Да/Нет,3,M1,AI-видимость: охват панели,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D148,149,Охват нейросетей,Другие значимые региональные системы,Колич./экспертная,3,M1,AI-видимость: охват панели,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D149,150,Охват нейросетей,"Умеет ли агентство объяснить, зачем работает с каждой системой",Да/Нет,3,M1,AI-видимость: охват панели,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D150,151,Источниковая стратегия,Количество типов используемых источников,Колич./экспертная,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D151,152,Источниковая стратегия,Авторитетность источников,Колич./экспертная,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D152,153,Источниковая стратегия,Тематическая релевантность,Колич./экспертная,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D153,154,Источниковая стратегия,Индексируемость источников,Колич./экспертная,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D154,155,Источниковая стратегия,Видимость источников в Google,Колич./экспертная,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D155,156,Источниковая стратегия,Видимость в Яндексе,Колич./экспертная,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D156,157,Источниковая стратегия,Частота появления доменов в citations AI,Колич./экспертная,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D157,158,Источниковая стратегия,Присутствие на UGC-площадках,Да/Нет,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D158,159,Источниковая стратегия,Присутствие в СМИ,Да/Нет,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D159,160,Источниковая стратегия,Присутствие на экспертных ресурсах,Да/Нет,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D160,161,Источниковая стратегия,Присутствие в каталогах/справочниках,Да/Нет,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D161,162,Источниковая стратегия,Присутствие в рейтингах,Да/Нет,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D162,163,Источниковая стратегия,Присутствие на review-платформах,Да/Нет,4,M10,Авторитетность и источниковая стратегия,DUP-REVIEWS,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D163,164,Источниковая стратегия,Присутствие в сообществах,Да/Нет,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D164,165,Источниковая стратегия,Международные источники,Колич./экспертная,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D165,166,Источниковая стратегия,Национальные источники,Колич./экспертная,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D166,167,Источниковая стратегия,Отраслевые источники,Колич./экспертная,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D167,168,Источниковая стратегия,Есть ли диверсификация доменов,Да/Нет,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D168,169,Источниковая стратегия,Не строится ли стратегия на одной площадке,Да/Нет,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D169,170,Источниковая стратегия,Качество авторских профилей,Колич./экспертная,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D170,171,Источниковая стратегия,Авторитетность издателей,Колич./экспертная,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D171,172,Источниковая стратегия,Срок жизни создаваемых материалов,Колич./экспертная,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D172,173,Источниковая стратегия,Контроль сохранности публикаций,Колич./экспертная,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D173,174,Источниковая стратегия,Возможность обновлять опубликованную информацию,Колич./экспертная,4,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D174,175,Собственная авторитетность агентства,Возраст компании,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D175,176,Собственная авторитетность агентства,Возраст GEO-направления,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D176,177,Собственная авторитетность агентства,Количество сотрудников,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,DUP-TEAM-SIZE,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D177,178,Собственная авторитетность агентства,Размер профильной GEO-команды,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,DUP-GEO-TEAM-SIZE,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D178,179,Собственная авторитетность агентства,Количество активных клиентов,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D179,180,Собственная авторитетность агентства,Публичные клиенты,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,DUP-PUBLIC-CASES,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D180,181,Собственная авторитетность агентства,Enterprise-клиенты,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,DUP-ENTERPRISE-CASES,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D181,182,Собственная авторитетность агентства,Известность основателя/ключевых экспертов,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D182,183,Собственная авторитетность агентства,Публичные выступления,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D183,184,Собственная авторитетность агентства,Профильные конференции,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D184,185,Собственная авторитетность агентства,Собственные исследования,Колич./экспертная,3,M9,Исследовательский корпус,DUP-RESEARCH,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D185,186,Собственная авторитетность агентства,Публикации в СМИ,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D186,187,Собственная авторитетность агентства,Экспертные комментарии,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D187,188,Собственная авторитетность агентства,Авторские методики,Колич./экспертная,3,M9,Исследовательский корпус,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D188,189,Собственная авторитетность агентства,Собственные термины/метрики,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D189,190,Собственная авторитетность агентства,Собственные исследования LLM,Колич./экспертная,3,M9,Исследовательский корпус,DUP-RESEARCH,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D190,191,Собственная авторитетность агентства,Собственное ПО,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D191,192,Собственная авторитетность агентства,Зарегистрированные товарные знаки,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D192,193,Собственная авторитетность агентства,Патенты/зарегистрированные технологии,Колич./экспертная,3,M9,Исследовательский корпус,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D193,194,Собственная авторитетность агентства,Профессиональные награды,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D194,195,Собственная авторитетность агентства,Независимые рейтинги,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D195,196,Собственная авторитетность агентства,Упоминания другими экспертами,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D196,197,Собственная авторитетность агентства,Органический брендовый спрос,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D197,198,Собственная авторитетность агентства,SEO-видимость собственного сайта,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D198,199,Собственная авторитетность агентства,Digital footprint руководителей,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D199,200,Собственная авторитетность агентства,Репутация компании в интернете,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D200,201,Собственная авторитетность агентства,Репутация в самих AI-системах,Колич./экспертная,3,M10,Авторитетность и источниковая стратегия,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D201,202,Команда,Размер команды,Колич./экспертная,3,M12,Команда и профильные компетенции,DUP-TEAM-SIZE,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D202,203,Команда,Количество GEO/LLMO-специалистов,Колич./экспертная,3,M12,Команда и профильные компетенции,DUP-GEO-TEAM-SIZE,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D203,204,Команда,Наличие SEO-экспертизы,Да/Нет,3,M12,Команда и профильные компетенции,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D204,205,Команда,Наличие PR-экспертизы,Да/Нет,3,M12,Команда и профильные компетенции,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D205,206,Команда,Наличие ORM/SERM,Да/Нет,3,M12,Команда и профильные компетенции,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D206,207,Команда,Наличие аналитиков,Да/Нет,3,M12,Команда и профильные компетенции,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D207,208,Команда,Наличие разработчиков,Да/Нет,3,M12,Команда и профильные компетенции,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D208,209,Команда,Наличие data/AI-специалистов,Да/Нет,3,M12,Команда и профильные компетенции,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D209,210,Команда,Наличие редакции,Да/Нет,3,M12,Команда и профильные компетенции,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D210,211,Команда,Наличие outreach/digital PR,Да/Нет,3,M12,Команда и профильные компетенции,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D211,212,Команда,Наличие project/account management,Да/Нет,3,M12,Команда и профильные компетенции,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D212,213,Команда,Опыт ключевых сотрудников,Колич./экспертная,3,M13,Операционная зрелость,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D213,214,Команда,Сертификации — где релевантны,Колич./экспертная,3,M12,Команда и профильные компетенции,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D214,215,Команда,Зависимость бизнеса от одного эксперта,Колич./экспертная,3,M12,Команда и профильные компетенции,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D215,216,Команда,In-house команда против массового аутсорса,Колич./экспертная,3,M12,Команда и профильные компетенции,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D216,217,Команда,Количество клиентов на одного специалиста,Колич./экспертная,3,M12,Команда и профильные компетенции,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D217,218,Команда,Кто реально выполняет работы после продажи проекта,Колич./экспертная,3,M12,Команда и профильные компетенции,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D218,219,Технологическая база,Собственный GEO-monitoring,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D219,220,Технологическая база,Собственный prompt tracker,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D220,221,Технологическая база,Автоматический мониторинг LLM,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D221,222,Технологическая база,Система анализа citations,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D222,223,Технологическая база,Анализ источников конкурентов,Колич./экспертная,3,M14,Enterprise readiness,DUP-COMPETITOR-TRACKING,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D223,224,Технологическая база,Entity analysis,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D224,225,Технологическая база,Knowledge graph analysis,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D225,226,Технологическая база,Content intelligence,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D226,227,Технологическая база,Автоматическая кластеризация промптов,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D227,228,Технологическая база,Система поиска новых интентов,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D228,229,Технологическая база,Исторические данные,Колич./экспертная,3,M14,Enterprise readiness,DUP-HISTORY,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D229,230,Технологическая база,Competitive intelligence,Колич./экспертная,3,M14,Enterprise readiness,DUP-COMPETITOR-TRACKING,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D230,231,Технологическая база,Автоматические алерты,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D231,232,Технологическая база,Клиентский dashboard,Колич./экспертная,3,M14,Enterprise readiness,DUP-DASHBOARD,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D232,233,Технологическая база,API,Да/Нет,3,M14,Enterprise readiness,DUP-API-EXPORT,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D233,234,Технологическая база,Интеграции,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D234,235,Технологическая база,Собственная база источников,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D235,236,Технологическая база,Собственная база промптов,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D236,237,Технологическая база,Автоматизированный QA,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D237,238,Технологическая база,Версионирование данных и методики измерений,Колич./экспертная,3,M14,Enterprise readiness,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D238,239,Гарантии и ответственность,Есть ли гарантия результата,Да/Нет,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D239,240,Гарантии и ответственность,Что именно считается результатом,Колич./экспертная,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D240,241,Гарантии и ответственность,Зафиксирован ли KPI в договоре,Да/Нет,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D241,242,Гарантии и ответственность,Измерим ли KPI,Да/Нет,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D242,243,Гарантии и ответственность,Есть ли baseline,Да/Нет,4,M16,Ответственность и гарантии,DUP-BASELINE,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D243,244,Гарантии и ответственность,Установлен ли срок достижения,Да/Нет,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D244,245,Гарантии и ответственность,Что происходит при недостижении,Колич./экспертная,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D245,246,Гарантии и ответственность,Есть ли возврат денег,Да/Нет,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D246,247,Гарантии и ответственность,Полный или частичный возврат,Колич./экспертная,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D247,248,Гарантии и ответственность,Есть ли SLA,Да/Нет,4,M16,Ответственность и гарантии,DUP-SLA,EVIDENCE_QUESTION_NO_SEPARATE_WEIGHT,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D248,249,Гарантии и ответственность,Есть ли обязательства по удержанию результата,Да/Нет,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D249,250,Гарантии и ответственность,Есть ли компенсация при выпадении результата,Да/Нет,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D250,251,Гарантии и ответственность,Есть ли ответственность агентства,Да/Нет,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D251,252,Гарантии и ответственность,Есть ли исключения из гарантии и насколько они разумны,Да/Нет,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D252,253,Гарантии и ответственность,Можно ли проверить выполнение гарантии независимо,Да/Нет,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D253,254,Гарантии и ответственность,"Нет ли гарантии, сформулированной так, что фактически она ничего не гарантирует",Да/Нет,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D254,255,Конфликт интересов и эксклюзивность,Работает ли агентство одновременно с прямыми конкурентами,Да/Нет,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D255,256,Конфликт интересов и эксклюзивность,Есть ли эксклюзивность по нише,Да/Нет,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D256,257,Конфликт интересов и эксклюзивность,Есть ли эксклюзивность по региону,Да/Нет,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D257,258,Конфликт интересов и эксклюзивность,Как определяется прямой конкурент,Колич./экспертная,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
D258,259,Конфликт интересов и эксклюзивность,Может ли агентство использовать полученные знания для другого клиента,Да/Нет,4,M16,Ответственность и гарантии,,EVIDENCE_QUESTION,Диагностика не получает самостоятельный вес; используется только как вопрос проверки метрики.
